source,target
belieb_itskimmy,NA
PrincessParcon2,NA
kali_asik,NA
LuciaRu27892321,NA
QuiacDayanna,NA
Celecari13,NA
qkdxks,NA
jagriti_263,BTS_twt
_kimtaevvoo,NA
blossompeach15,NA
mintygphile,NA
JKth_otssluv,NA
hhyunkk,NA
PrincessParcon2,NA
bbpenguin08,NA
ilinashf,NA
PrincessParcon2,NA
lixiebubby,NA
Soft4Jinnie,NA
Unii_ii23,NA
PrincessParcon2,NA
Lilyweed2,NA
BNysmile,NA
im_tecna,NA
reba_davies,NA
PrincessParcon2,NA
reshmavv123,NA
JKth_otssluv,NA
qkdxks,NA
itsmeebillie,NA
Bluelunee,NA
_ot7_0613,KTH_News
PrincessParcon2,NA
Yqa89615459,NA
Sugandhi_pvt,NA
JKth_otssluv,NA
PrincessParcon2,NA
k0malski,NA
btsot7memberss,NA
kangaarow,NA
Kookbaring_97,NA
lyksvantae,NA
decanople_kv,NA
reshmavv123,NA
tiarasr03,NA
NIN7_twt,NA
k0malski,NA
micdrpyoongi,NA
sickphers,NA
PrincessParcon2,NA
thetriviaseesaw,NA
ShehzadiSamreen,NA
reshmavv123,NA
lejindaary,NA
agustD_yoongi0,NA
PrincessParcon2,NA
qkdxks,NA
urenair_ARMY,NA
SonyeondanAmy,NA
ItsLovely17,NA
Giggly_Koo,NA
reshmavv123,NA
Dilysya,NA
k0malski,NA
AngelicOT7,NA
angeljguk,NA
reshmavv123,NA
NavyathaVbts,NA
Yqa89615459,NA
MukthapuramGirl,NA
Becky060,NA
gcfglossvante,NA
P5BOvWDAvHszB4S,NA
Aerikim10_,NA
reshmavv123,NA
Yqa89615459,NA
Aerikim10_,NA
reshmavv123,NA
gaticafl,NA
PrincessParcon2,NA
dinaaisyh,NA
mgslviaa,NA
AngelicOT7,NA
shethesunflower,NA
shrootyyy,NA
_ParkSophie_,NA
dumbpuppytoy,NA
CheekyMJJ2129,NA
Amanda_5600,NA
nekosiren7,NA
euphoricallbts,NA
dinaaisyh,NA
_stxck,NA
shrootyyy,NA
vmkbns,NA
PrincessParcon2,NA
Becky060,NA
Amanda_5600,NA
Kayliling09,NA
pipersonyeondan,NA
redsalmonce,NA
k0malski,NA
zi4m,NA
ShaikhShahanaaz,NA
Noor68127299,NA
PranimaD,NA
angeljguk,NA
FatimaA93815612,NA
PrincessParcon2,NA
Dilysya,NA
anychan21,NA
Kayliling09,NA
priyankapriya9Z,NA
quirkykpopper,NA
yuyiraffee,NA
dinaaisyh,NA
Kookies__Milk,NA
Shairatess,NA
TH3OKISTOS,NA
AndreaRP1709,NA
sally_pdf,NA
squishymochiie,NA
Klasssoul,NA
lolipopstarrrrr,NA
RSyitx,NA
PrincessParcon2,NA
sally_pdf,NA
bonsai_2920,NA
Shettysahanaa,NA
lyslve,NA
Becky060,NA
PrincessParcon2,NA
sknmjeon7,NA
BTSis7Seven,NA
taetaethickass,NA
hlnacpngco,NA
MyLoveJiminie3,NA
atkamthwsmln,NA
GabrielDee1995,NA
PrincessParcon2,NA
ShaaiPoquita,NA
erethernal,NA
Beterf2,NA
dinaaisyh,NA
CrisYoon,NA
_stxck,NA
Daminis11992302,NA
bonsai_2920,NA
Amanda_5600,NA
_avoidey,NA
AngelicOT7,NA
Christi02850066,NA
PrincessParcon2,NA
vantaerie,NA
SwastikaBhatna1,NA
CrisYoon,NA
sally_pdf,NA
PrincessParcon2,NA
saidsavoy,NA
Klasssoul,NA
msCMQaya,NA
emomaknae,NA
reesaysss,NA
CrisYoon,NA
PrincessParcon2,NA
Bangtan02430774,NA
Ciel05478896,NA
Mafer3125235188,NA
hlnacpngco,NA
a_zero_oclock,NA
dinaaisyh,NA
BTS_isTheBrand,NA
holiwis1511,NA
sunkissedyoongi,NA
dinaaisyh,NA
PrincessParcon2,NA
k0malski,NA
ktaehyunmi,NA
ymvk_0713,NA
moonbyseokjinni,NA
Ciel05478896,NA
dinaaisyh,NA
SammyChloe05,NA
nvm_justash,NA
k0malski,NA
jeontaehyungxc_,NA
yooniverse9307,NA
frvrtaegguk_,NA
YnKIM32976345,NA
taesughoney,NA
happeebirthdae4,NA
ourlordyoongi,NA
binniestar_,NA
ugiesuga,NA
Jeondevils97,NA
Alja_188,NA
nadslmn_,NA
PrincessParcon2,NA
tressie_BTS,NA
mintygphile,NA
Ciel05478896,NA
OT7wreckedarmy,NA
lilonekook,NA
nnattt01,NA
saidsavoy,NA
xoxodrunkk,NA
Jeondevils97,NA
urenair_ARMY,NA
ShaaiPoquita,NA
LISAMVISUALL,NA
sudkobfah2,NA
Noor68127299,NA
mintygphile,NA
svnbangtanxx,NA
sunghooniecityx,NA
multivitamins_9,NA
PrincessParcon2,NA
happeebirthdae4,NA
sampalok14,NA
taehyungiesmine,NA
moonksj_yunn,NA
black_swan_9,NA
JKth_otssluv,NA
ItsLovely17,NA
Desserey14,NA
k0malski,NA
Magdahoseok7,NA
joannaluvzayn,NA
mintygphile,NA
hellawoozi,NA
jooniekedimples,NA
_hey_Jaja,NA
LISAMVISUALL,NA
JKHandTattoo,NA
PrincessParcon2,NA
iloveyoongism,NA
mrgrmdo,NA
happeebirthdae4,NA
AYENNNAHH,NA
k0malski,NA
emilcebelen17,NA
Natashazwani_,NA
ktaehyunmi,NA
mylollies7bts,NA
AYENNNAHH,NA
Ciel05478896,NA
Vantaeee9,Vantaeee9
ys0_pjm,NA
JKth_otssluv,NA
mllydlny,NA
razia_zia,NA
Lachim0llala,NA
jhayejhaye,NA
Busan_boyyy,NA
k00sk1tty,NA
mettew_jin,NA
mintygphile,NA
nekosiren7,BTS_twt
illumisjuicypp,NA
mintygphile,NA
yoni_mini,NA
purpleheartaee,NA
SpaceSneha,NA
yoobeep,NA
Ciel05478896,NA
bbchiminlovers,NA
nanah_vts,NA
JKHandTattoo,NA
_lomls,NA
Army_Bt7s,NA
PrincessParcon2,NA
LISAMVISUALL,NA
urhotgirlcoach,NA
ConvoStory,NA
PrincessParcon2,NA
decanople_kv,NA
tetebejks,NA
2_3_134340,NA
illumisjuicypp,NA
elayis25,NA
vantedreamyy,NA
wxyz032,NA
pdyoungjo,NA
sally_pdf,NA
Ciel05478896,NA
TheFanGirl_BTS,NA
lovinbaeee,NA
lokifiedARMY,NA
ggukbs_xx,NA
JKth_otssluv,NA
bitipoptitans,NA
PrincessParcon2,NA
ElyShing,NA
soobgyux,NA
sally_pdf,NA
PrincessParcon2,NA
bbchiminlovers,NA
LISAMVISUALL,NA
zirconiascalf,zirconiascalf
PrincessParcon2,NA
JkxVee_twt,NA
fatemaaa_06,NA
PrincessParcon2,NA
parrishilt0n,NA
JKth_otssluv,NA
dipu1371,BTSIGInfo
kajjafeeluvs,NA
xxmfbitchxx,NA
RiskaauliaNura2,NA
HoriKyoukojeon,NA
PrincessParcon2,NA
h0onified,NA
ninetripleight,NA
k0malski,NA
NinaRaboy,NA
wintervcarts,NA
kjasminee_,NA
Kimparita,NA
aananana_a,NA
koogives,NA
Natashazwani_,NA
decanople_kv,NA
w_ndylyn,NA
Julia_M19700,NA
PrincessParcon2,NA
tan_agotchi,NA
pengucub95,NA
04minwon,NA
HoriKyoukojeon,NA
julianloraine,NA
SpaceSneha,NA
bonsai_2920,NA
btsluvinghours,NA
Jiminish95,NA
MinJenna4,NA
Ciel05478896,NA
JKth_otssluv,NA
miss_jiminshii,NA
ishaarehman,NA
bucinLDR,NA
Subs36,NA
sally_pdf,NA
mintygphile,NA
ielyxx,NA
priyankapriya9Z,NA
PrincessParcon2,NA
JANKRISHAAA_5,NA
ResaAzzahra1,NA
sally_pdf,NA
JANKRISHAAA_5,NA
PrincessParcon2,NA
FAUXJJK,NA
sally_pdf,NA
oeiav,NA
JustinR77583755,NA
lalilvszayn,NA
yulliememe,NA
diyamochi,NA
sally_pdf,NA
PrincessParcon2,NA
sally_pdf,NA
abigailformoso_,NA
shagun64137690,NA
Klasssoul,NA
_mhlvvvvvvvvvvv,NA
slvrwyy,NA
vjjkbts,NA
tee_vante,NA
gladiolus_ab,NA
Shairatess,NA
JKth_otssluv,NA
PrincessParcon2,NA
taetaebeaarr,NA
cydsay,NA
Rossseee_BTS,NA
bngtneli,NA
bangtiva,NA
sally_pdf,NA
BTSarmyItaly_,NA
Klasssoul,NA
sally_pdf,NA
slvrwyy,NA
kookie_penguin,NA
sally_pdf,NA
kthyuna_,NA
itsmeclyreg,NA
Binuki3,NA
PrincessParcon2,NA
irobrob_,NA
sally_pdf,NA
purple_occean,NA
taebbyloo,NA
mybangtinyboys,NA
zirconiascalf,zirconiascalf
sally_pdf,NA
JKHandTattoo,NA
jaosamutt1,NA
amethyst_ot7,NA
sugarattack14D2,NA
sally_pdf,NA
http_junghsk,NA
pearl_ktbspa,NA
Ami_ley15,NA
BTSarmyItaly_,NA
ninaborahae,NA
sevenplusarmy,NA
Alexaray123,NA
RiskaauliaNura2,NA
dionysusbieber,NA
Klasssoul,NA
ParkTiya12,NA
wintervcart,NA
_Girl_dreaming,NA
purple4lyf,NA
ninaborahae,NA
Klasssoul,NA
ninaborahae,NA
purple_occean,NA
ahreum_95,NA
minielocket,NA
ninaborahae,NA
btstaendard,NA
minSyub_,NA
kham_khomg,NA
Tulip19670802,NA
ree_dyaningrum,NA
anastasya1501,NA
jerlynmaeA1,NA
aegyoonamjoon,NA
btstaendard,btsinthemoment
jjkgaIaxy7_,NA
Klasssoul,NA
taehyungiesmine,NA
Miguel95659177,NA
gel8tin,NA
Khrsmh_1011,NA
njhannn,NA
ninaborahae,NA
taekook_lover16,NA
lunabear__,NA
Khrsmh_1011,NA
snowfloweer7_,NA
_mydreambts_,NA
itsnotmedumboo,NA
hArU48511702,NA
olyharshitha,NA
canissminor,NA
acepmh06,NA
gel8tin,NA
bangbangtanxot7,NA
seokjjan,NA
melissa5555559,NA
nfrhanah_,NA
Lucas_xxx2222,NA
kookodrilito,NA
nushkaforyou,NA
sally_pdf,NA
slsabial,NA
vtaejs,NA
Tylah69271810,NA
ninaborahae,NA
sandyyjxjx,NA
ilazyair_,NA
kimtaemarta12,kimtaemarta12
purple_occean,NA
iraaaz_,NA
itsmewuho_,NA
abigailformoso_,NA
a_biegail,NA
swevenjeon,NA
Lalissaa_3,NA
Mhyhogiamriinku,NA
kooksbb,NA
purple_occean,NA
wiiinterella,NA
_maesyyy,NA
fratboyfred_,emobrockenkid
beartaehyungi,NA
SammyChloe05,NA
DTownKing,NA
matcayogurrt,NA
httpdonewu,NA
DianixCreations,NA
lydiajonnie,NA
_maesyyy,NA
Jazmin090103,NA
raseatae,NA
triviadue2jin,NA
Jastliveurlife,NA
httpdonewu,NA
SammyChloe05,NA
JKth_otssluv,NA
Suchitr11909652,NA
RoviFe93,NA
Klasssoul,NA
Malak_Sh7,NA
Tulip19670802,NA
Ariawang_,NA
krystalmoonchi,NA
httpdonewu,NA
LeianAthinaC,NA
zirconiascalf,zirconiascalf
wo__oyoungi,NA
BellaNavarro7,NA
loveperth72,NA
oookep1er,NA
Klasssoul,NA
Bykaarroaster,NA
lachibolala_18,NA
FarhatMunawara,NA
rowenavilareno,NA
gaticafl,NA
rjshjjv_ami,NA
LeianAthinaC,NA
SmrutiPatil8,NA
anastasya1501,NA
Andreea7BTS,NA
yeonjunthsnflwr,NA
taekookjooniee,NA
jakeigop15,NA
AsmaFareh1,NA
Jungwon0902004,NA
pandongiecarts_,NA
euphoryez,NA
OrbisoDanielle,NA
gel8tin,NA
mawiijkjeong7,NA
chestkook,NA
gel8tin,NA
dreyes10_tipys,NA
yeonjunthsnflwr,NA
SEOJOON_16,NA
allyss_ia,NA
ellia_joi,NA
httpdonewu,NA
al_navila,NA
gel8tin,NA
chestkook,NA
kkuktaels,NA
GreyMoonchiId,NA
gel8tin,NA
dreyes10_tipys,NA
dreyes10_tipys,NA
meaniecheonsa_,NA
JinJinJaarah,BTS_twt
allyss_ia,NA
autietime,NA
MiniTaeh,NA
httpdonewu,NA
TaeIsBoon,NA
Klasssoul,NA
kent_be_yours,NA
bts_twt_rtwt,NA
elisa_shoki0,NA
husfar_rina93,NA
AXiumin,AXiumin
allyss_ia,NA
Heeji1725,NA
myenhauls,NA
MiniTaeh,NA
yeonjunthsnflwr,NA
chestkook,NA
parkjiminfairy,NA
Annemsmb,NA
gguk_baring,NA
Nishi53762248,NA
meaniecheonsa_,NA
jinminhug,NA
ddexnu_Min,NA
im_rmps,NA
magictraggicc,NA
Andreea7BTS,NA
LuciaRu27892321,NA
smigoldong,NA
anastasya1501,NA
kookiepottie,NA
ddexnu_Min,NA
GreyMoonchiId,NA
yeonjunthsnflwr,NA
ryjcarts,NA
pjmlvsty,NA
s_a_m_s_i_e,NA
xcx1997,NA
anastasya1501,NA
JUSTmewwgulff,NA
butter_jeon_,NA
AlmaCazares2,NA
prernamistry,NA
chestkook,NA
xcx1997,NA
yeonjunthsnflwr,NA
joonseraphim,NA
Tulip19670802,NA
meaniecheonsa_,NA
anastasya1501,NA
Karlahopeworld,NA
Klasssoul,NA
martinez2121223,NA
aya7_be,NA
yeonjunthsnflwr,NA
xcx1997,NA
merchdumpp,NA
i_huViiie,NA
zoemaehanna07,NA
Andreea7BTS,NA
smileswithtete,NA
Iamsadha1,NA
xcx1997,NA
emobrockenkid,NA
anastasya1501,NA
SUGAry_Coffee07,NA
Jay_Alexiab,NA
empire_bangtan,NA
Carmymoa13,NA
somekookk,NA
msjanxh,NA
xcx1997,NA
devasree_dl,NA
vamethystv,NA
_mydreambts_,NA
anastasya1501,NA
xcx1997,NA
anitaalz1,NA
Gogoborahae,01Btsxarmy
wwhKjinnie04,NA
Andreea7BTS,NA
SPrakunhung,NA
dreyes10_tipys,NA
Ifgguk_lixv,NA
Samridhi072006,NA
pengoowiin,pengoowiin
JeonJun48740640,NA
xcx1997,NA
yeonjunthsnflwr,NA
Jungkoo09531074,NA
empire_bangtan,NA
JeonJun48740640,NA
prrnsioprrapio,NA
Andreea7BTS,NA
empire_bangtan,NA
Sorayah1940,NA
MinNamKook92,NA
kiki_archive,NA
Liki_twt,NA
dawn_midnight24,NA
isratnur1,NA
jeontaehyungxc_,NA
Pihu24558904,NA
gaticafl,NA
Andreea7BTS,NA
rimmu_ot7,NA
ThisIsTaeCult,NA
alsminkook,NA
KSJIN29,NA
moonchildof7,NA
tkhauls,NA
Andreea7BTS,NA
AnchalG14733261,NA
IUkthingz,NA
Malak_Sh7,NA
jkthkookv,NA
dreyes10_tipys,NA
jyunwonie,NA
gamerguy2002,NA
anastasya1501,NA
itstaetae613,NA
BTS_ot7au,NA
Andreea7BTS,NA
dreyes10_tipys,NA
lastandforemost,NA
_nikitties,NA
Carmymoa13,NA
Siaaa143,NA
seokjinsgaygf,NA
MinnyBitna,NA
vitannies,NA
i6woni,NA
aestaeithcally,NA
Taeutifuul,NA
psj_park16,NA
itstaetae613,NA
zeicityx,NA
bestofyessi,NA
chestkook,NA
Andreea7BTS,NA
LuciaRu27892321,NA
Anushkayarrr,NA
khushboobakshi8,NA
kimmy6113,NA
minminyg93,NA
Heeji1725,NA
junghobimang_,NA
ushanakundu,NA
alwaysprkjmn,NA
jooniecesus,NA
jkthkookv,NA
lei_with_luv,NA
chestkook,NA
ibelieveinBTS7,NA
ggukskimchi,NA
TrishaM75026040,NA
Singularity1430,NA
jkthkookv,NA
itstaetae613,NA
Aadya88115520,NA
BTSis7Seven,NA
jhope_hobiii18,NA
CommittedToBTS7,NA
LuciaRu27892321,NA
BtsKreamOT7,NA
seoulpop_twt,NA
tanniesIuvr,NA
enhypenchamber,NA
CommittedToBTS7,NA
Svkimtae,NA
bubblechim,NA
dreyes10_tipys,NA
joonhill,NA
zirconiascalf,zirconiascalf
brazodejwcarts,NA
Jasmine22059893,NA
CallmeSina5,NA
CommittedToBTS7,NA
kthyuna_,NA
bngtnnaebom,NA
CommittedToBTS7,NA
Malak_Sh7,NA
ddeocart,NA
Klasssoul,NA
lbngtnw7_,NA
umiminadzirah,NA
duolilmin,NA
ggukskimchi,NA
barba_maylyn,NA
xcx1997,NA
taeallfirebowow,NA
dearsputniksj,NA
yoonminicart,NA
AnggitaChandra_,NA
ggukskimchi,NA
lia_ntsh,NA
_jaysmahiwaga,NA
ssynki_,NA
_strdst_23,NA
javuniversee,NA
chrstn7bellen,NA
MyGoodLuckFace,NA
xoxodrunkk,NA
Lizbeth24884521,NA
lv7starz,NA
ExoLeia,NA
faybear21,NA
anastasya1501,NA
_strdst_23,NA
ssynki_,NA
jikooklifeu7,NA
fyfie__,NA
xcx1997,NA
CommittedToBTS7,NA
beatrizzzzzee,NA
ssynki_,NA
bts_vvmkonfyh,NA
renzekatae,NA
xcx1997,NA
_strdst_23,NA
i8teez,NA
_Abhishek_625,NA
KoreSeokjin,NA
vx_lust,NA
zzzjust001,NA
kookytann,NA
i8teez,NA
namjoonthoughts,NA
_m_ikz_,NA
HestiaGail,NA
Svkimtae,NA
isabel_veena,NA
mysjpark,NA
i8teez,NA
xcx1997,NA
massivetae1,NA
anastasya1501,NA
army_stay0105,NA
Kohlian_luvlush,NA
samar44264310,NA
its_NaidaGomez,NA
Btsoneondan1,NA
Klasssoul,NA
Shriyanshichit1,NA
krishnattall,NA
IshilStone,NA
Shairatess,NA
Fusiion9,NA
its_NaidaGomez,NA
johnsputa,NA
HestiaGail,NA
staticexiv,NA
skjilysm,NA
i8teez,NA
chocomatchae,NA
KSJIN29,NA
jjk_ggwp,NA
Sunshineh0biOT7,NA
BuesoCatherine,NA
HestiaGail,NA
Jylinn2,NA
httpkookoo,NA
i8teez,NA
pem_choc,NA
xcx1997,NA
annie_cvz,NA
cheesecartt,NA
chocomatchae,NA
KSJIN29,NA
LanaAKAdelrey,NA
MYooniverse___,NA
zeleniaaaa,NA
i_dwnv,NA
iwishnooneknow1,NA
1D_BTS_twt,NA
guccibeartata,NA
zirconiascalf,zirconiascalf
MiaRicafort,NA
ashmhir,NA
Ljuuk1,NA
yonggimin09,NA
i8teez,NA
kymonsterweee,NA
Taehyun49307911,NA
HestiaGail,NA
javaljust,NA
jieunqtiepie,NA
joonhill,NA
_hoonpshlvr,NA
HestiaGail,NA
Lee93Sarang,NA
ricehyunnie,NA
ShaikhShahanaaz,NA
i_dwnv,NA
sally_pdf,NA
dimpi_iiiii,NA
TwtMisha,NA
annie_cvz,NA
anastasya1501,NA
nelliesjournals,NA
tanniesimulacra,tanniesimulacra
vlajibolala_,NA
i_dwnv,NA
nibbiluv,NA
Kitty69610701,NA
jkjn_twt,NA
MiaRicafort,NA
Taes_Peupeu,NA
RandomJungkook_,NA
httpkookoo,NA
putu_suci21,NA
i_dwnv,NA
anastasya1501,NA
holiwis1511,NA
jeonlabyu,NA
mylollies7bts,NA
Rita51647384,NA
suniverse_,NA
MiaRicafort,NA
glcssie,NA
cocotictacsun,NA
indrabaloch,NA
LorenaL46168594,NA
sj_bnyt,NA
nicolecityx,NA
moonbyseokjinni,NA
urenair_ARMY,NA
btsborntoslay15,NA
ccrynly,NA
isesunK,NA
hhaoxx,NA
Angellife133,NA
beware2bunny,NA
_kookiechae,NA
riri_yoongi12,NA
_SEOKJ1N,NA
YaraAde63411356,NA
Asra_Asrrra,NA
Kohlian_luvlush,NA
STAYHAPPYBTS,NA
KSJIN29,NA
Adliyaa1,NA
sugaxmilkeu,NA
mysevendevils,NA
itstheksj,NA
mots7_inna,NA
gg0613_,NA
LorenaL46168594,NA
telepathyfor7,NA
MamaCris0613,NA
jikookloml8,NA
laarchercruz,NA
dwipradita24300,NA
holiwis1511,NA
EatKookieSnce97,NA
toscaspringday,NA
tanniesimulacra,tanniesimulacra
conv3rse_high,NA
tanniesimulacra,NA
viviresani_,NA
AIRYJOON,NA
wheeinissocool,NA
haitangsun,NA
julianloraine,NA
mysevendevils,NA
conv3rse_high,NA
nappingcookie,NA
staticexiv,NA
wulibangtannie,NA
Singularity1430,NA
holiwis1511,NA
Sunshineh0biOT7,NA
yesi_0571,NA
arum2811,NA
MamaCris0613,NA
starflors,NA
fiodicepio,NA
btsborntoslay15,NA
elyggukie,NA
snghnnic,NA
NXMJ00NIES,NA
Tanushr91348185,NA
empire_bangtan,NA
SadiyaShifa23,NA
Taehyung572,NA
mysevendevils,NA
dindadewanip,NA
IshilStone,NA
Jinminkooo,NA
empire_bangtan,NA
purpleparaluman,NA
aprilka_arina,NA
assylaharra,NA
cloudycart_,NA
Hermaze__,NA
starflors,NA
jillian_diel15,NA
empire_bangtan,NA
piscesbooy,NA
LunaAstra_,NA
rynnsei,NA
loveyourselfnim,NA
suniverse_,NA
ABCDEFGH_V,NA
LuciaRu27892321,NA
vkookvisual,NA
astrnxva,astrnxva
Rita51647384,NA
_Abhishek_625,NA
ishyungshi,NA
empire_bangtan,NA
Anniemae0059,NA
chanyeoldimple3,NA
empire_bangtan,NA
anis4everhappy,NA
nanah_vts,NA
JHope20000miles,NA
_ChimChim18,BTS_twt
jjkthelittleone,NA
Mabel_07,NA
shiviknrm27,NA
empire_bangtan,NA
JJKMILLIONDOL,NA
btstxtcrumbs1,NA
alpacaparka14,NA
ilovejem115,NA
KIMTAEH90166695,NA
jozelamywrld,NA
VianneyRdz518,NA
Btsfangirl_o7,NA
koozamaki,NA
Anniemae0059,NA
bulik2013,NA
trivia_seasaw,NA
BadTyl3r,NA
Slaystay1,NA
OsirisInLove17,NA
armydeus_,NA
sonyeondanbgtn,NA
ericaborahae,NA
Rita51647384,NA
RafaelleTagle,NA
CYPHERJ0Y,NA
somegirl1502,NA
yourkpopsoul,NA
2020isqueen,NA
weepeewaw,NA
purpleparaluman,NA
hennaplant,NA
Navmir1,NA
tinytaning,NA
empire_bangtan,NA
iiwakashii,NA
jungkook_stan22,NA
namitakookie,NA
yourkpopsoul,NA